X,Y,Z,Place,Angle
-0.096,-0.0446716791742279,0.061485291572496,True,1.5707963267948966
-0.096,-0.0324620648865069,0.0687183697660546,False,0.0
-0.096,-0.0191205940445826,0.0735554408822506,False,0.0
-0.096,-0.005112444426515,0.0758278505035306,False,0.0
-0.096,0.0090739610650585,0.0754563664019796,False,0.0
-0.096,0.0229439842704165,0.0724539411336531,False,0.0
-0.096,0.0360140183479478,0.066925260421112,False,0.0
-0.096,0.0478283497197876,0.0590630930707297,True,4.71238898038469
-0.096,0.061485291572496,0.0446716791742279,True,4.71238898038469
-0.096,0.0687183697660546,0.0324620648865069,False,0.0
-0.096,0.0735554408822506,0.0191205940445826,False,0.0
-0.096,0.0758278505035306,0.005112444426515,True,1.5707963267948966
-0.096,0.0754563664019796,-0.0090739610650585,False,0.0
-0.096,0.0724539411336531,-0.0229439842704165,False,0.0
-0.096,0.0669252604211121,-0.0360140183479478,False,0.0
-0.096,0.0590630930707297,-0.0478283497197876,False,0.0
-0.096,0.0446716791742279,-0.061485291572496,True,4.71238898038469
-0.096,0.0324620648865069,-0.0687183697660546,False,0.0
-0.096,0.0191205940445826,-0.0735554408822506,False,0.0
-0.096,0.005112444426515,-0.0758278505035306,False,0.0
-0.096,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.096,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.096,-0.0360140183479478,-0.066925260421112,False,0.0
-0.096,-0.0478283497197876,-0.0590630930707297,False,0.0
-0.096,-0.061485291572496,-0.0446716791742279,False,0.0
-0.096,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.096,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.096,-0.0758278505035306,-0.005112444426515,False,0.0
-0.096,-0.0754563664019796,0.0090739610650585,False,0.0
-0.096,-0.0724539411336531,0.0229439842704165,False,0.0
-0.096,-0.066925260421112,0.0360140183479478,False,0.0
-0.096,-0.0590630930707297,0.0478283497197876,False,0.0
-0.084,-0.0446716791742279,0.061485291572496,False,0.0
-0.084,-0.0324620648865069,0.0687183697660546,False,0.0
-0.084,-0.0191205940445826,0.0735554408822506,False,0.0
-0.084,-0.005112444426515,0.0758278505035306,False,0.0
-0.084,0.0090739610650585,0.0754563664019796,False,0.0
-0.084,0.0229439842704165,0.0724539411336531,False,0.0
-0.084,0.0360140183479478,0.066925260421112,True,1.5707963267948966
-0.084,0.0478283497197876,0.0590630930707297,False,0.0
-0.084,0.061485291572496,0.0446716791742279,False,0.0
-0.084,0.0687183697660546,0.0324620648865069,False,0.0
-0.084,0.0735554408822506,0.0191205940445826,False,0.0
-0.084,0.0758278505035306,0.005112444426515,False,0.0
-0.084,0.0754563664019796,-0.0090739610650585,True,4.71238898038469
-0.084,0.0724539411336531,-0.0229439842704165,False,0.0
-0.084,0.0669252604211121,-0.0360140183479478,False,0.0
-0.084,0.0590630930707297,-0.0478283497197876,False,0.0
-0.084,0.0446716791742279,-0.061485291572496,True,4.71238898038469
-0.084,0.0324620648865069,-0.0687183697660546,False,0.0
-0.084,0.0191205940445826,-0.0735554408822506,False,0.0
-0.084,0.005112444426515,-0.0758278505035306,False,0.0
-0.084,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.084,-0.0229439842704165,-0.0724539411336531,True,4.71238898038469
-0.084,-0.0360140183479478,-0.066925260421112,False,0.0
-0.084,-0.0478283497197876,-0.0590630930707297,False,0.0
-0.084,-0.061485291572496,-0.0446716791742279,False,0.0
-0.084,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.084,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.084,-0.0758278505035306,-0.005112444426515,False,0.0
-0.084,-0.0754563664019796,0.0090739610650585,False,0.0
-0.084,-0.0724539411336531,0.0229439842704165,False,0.0
-0.084,-0.066925260421112,0.0360140183479478,False,0.0
-0.084,-0.0590630930707297,0.0478283497197876,False,0.0
-0.072,-0.0446716791742279,0.061485291572496,False,0.0
-0.072,-0.0324620648865069,0.0687183697660546,False,0.0
-0.072,-0.0191205940445826,0.0735554408822506,False,0.0
-0.072,-0.005112444426515,0.0758278505035306,False,0.0
-0.072,0.0090739610650585,0.0754563664019796,False,0.0
-0.072,0.0229439842704165,0.0724539411336531,False,0.0
-0.072,0.0360140183479478,0.066925260421112,False,0.0
-0.072,0.0478283497197876,0.0590630930707297,False,0.0
-0.072,0.061485291572496,0.0446716791742279,False,0.0
-0.072,0.0687183697660546,0.0324620648865069,False,0.0
-0.072,0.0735554408822506,0.0191205940445826,False,0.0
-0.072,0.0758278505035306,0.005112444426515,False,0.0
-0.072,0.0754563664019796,-0.0090739610650585,False,0.0
-0.072,0.0724539411336531,-0.0229439842704165,False,0.0
-0.072,0.0669252604211121,-0.0360140183479478,False,0.0
-0.072,0.0590630930707297,-0.0478283497197876,False,0.0
-0.072,0.0446716791742279,-0.061485291572496,False,0.0
-0.072,0.0324620648865069,-0.0687183697660546,False,0.0
-0.072,0.0191205940445826,-0.0735554408822506,False,0.0
-0.072,0.005112444426515,-0.0758278505035306,False,0.0
-0.072,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.072,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.072,-0.0360140183479478,-0.066925260421112,False,0.0
-0.072,-0.0478283497197876,-0.0590630930707297,True,3.141592653589793
-0.072,-0.061485291572496,-0.0446716791742279,False,0.0
-0.072,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.072,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.072,-0.0758278505035306,-0.005112444426515,False,0.0
-0.072,-0.0754563664019796,0.0090739610650585,False,0.0
-0.072,-0.0724539411336531,0.0229439842704165,False,0.0
-0.072,-0.066925260421112,0.0360140183479478,True,4.71238898038469
-0.072,-0.0590630930707297,0.0478283497197876,False,0.0
-0.06,-0.0446716791742279,0.061485291572496,True,1.5707963267948966
-0.06,-0.0324620648865069,0.0687183697660546,True,4.71238898038469
-0.06,-0.0191205940445826,0.0735554408822506,False,0.0
-0.06,-0.005112444426515,0.0758278505035306,False,0.0
-0.06,0.0090739610650585,0.0754563664019796,False,0.0
-0.06,0.0229439842704165,0.0724539411336531,False,0.0
-0.06,0.0360140183479478,0.066925260421112,True,4.71238898038469
-0.06,0.0478283497197876,0.0590630930707297,False,0.0
-0.06,0.061485291572496,0.0446716791742279,True,1.5707963267948966
-0.06,0.0687183697660546,0.0324620648865069,True,4.71238898038469
-0.06,0.0735554408822506,0.0191205940445826,False,0.0
-0.06,0.0758278505035306,0.005112444426515,True,0.0
-0.06,0.0754563664019796,-0.0090739610650585,False,0.0
-0.06,0.0724539411336531,-0.0229439842704165,False,0.0
-0.06,0.0669252604211121,-0.0360140183479478,False,0.0
-0.06,0.0590630930707297,-0.0478283497197876,True,4.71238898038469
-0.06,0.0446716791742279,-0.061485291572496,True,1.5707963267948966
-0.06,0.0324620648865069,-0.0687183697660546,False,0.0
-0.06,0.0191205940445826,-0.0735554408822506,False,0.0
-0.06,0.005112444426515,-0.0758278505035306,False,0.0
-0.06,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.06,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.06,-0.0360140183479478,-0.066925260421112,False,0.0
-0.06,-0.0478283497197876,-0.0590630930707297,False,0.0
-0.06,-0.061485291572496,-0.0446716791742279,False,0.0
-0.06,-0.0687183697660546,-0.0324620648865069,True,4.71238898038469
-0.06,-0.0735554408822506,-0.0191205940445826,True,0.0
-0.06,-0.0758278505035306,-0.005112444426515,False,0.0
-0.06,-0.0754563664019796,0.0090739610650585,False,0.0
-0.06,-0.0724539411336531,0.0229439842704165,False,0.0
-0.06,-0.066925260421112,0.0360140183479478,True,3.141592653589793
-0.06,-0.0590630930707297,0.0478283497197876,False,0.0
-0.048,-0.0446716791742279,0.061485291572496,False,0.0
-0.048,-0.0324620648865069,0.0687183697660546,False,0.0
-0.048,-0.0191205940445826,0.0735554408822506,False,0.0
-0.048,-0.005112444426515,0.0758278505035306,False,0.0
-0.048,0.0090739610650585,0.0754563664019796,False,0.0
-0.048,0.0229439842704165,0.0724539411336531,False,0.0
-0.048,0.0360140183479478,0.066925260421112,False,0.0
-0.048,0.0478283497197876,0.0590630930707297,False,0.0
-0.048,0.061485291572496,0.0446716791742279,False,0.0
-0.048,0.0687183697660546,0.0324620648865069,False,0.0
-0.048,0.0735554408822506,0.0191205940445826,False,0.0
-0.048,0.0758278505035306,0.005112444426515,False,0.0
-0.048,0.0754563664019796,-0.0090739610650585,False,0.0
-0.048,0.0724539411336531,-0.0229439842704165,False,0.0
-0.048,0.0669252604211121,-0.0360140183479478,False,0.0
-0.048,0.0590630930707297,-0.0478283497197876,False,0.0
-0.048,0.0446716791742279,-0.061485291572496,False,0.0
-0.048,0.0324620648865069,-0.0687183697660546,False,0.0
-0.048,0.0191205940445826,-0.0735554408822506,False,0.0
-0.048,0.005112444426515,-0.0758278505035306,False,0.0
-0.048,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.048,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.048,-0.0360140183479478,-0.066925260421112,False,0.0
-0.048,-0.0478283497197876,-0.0590630930707297,False,0.0
-0.048,-0.061485291572496,-0.0446716791742279,False,0.0
-0.048,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.048,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.048,-0.0758278505035306,-0.005112444426515,False,0.0
-0.048,-0.0754563664019796,0.0090739610650585,False,0.0
-0.048,-0.0724539411336531,0.0229439842704165,False,0.0
-0.048,-0.066925260421112,0.0360140183479478,False,0.0
-0.048,-0.0590630930707297,0.0478283497197876,False,0.0
-0.036,-0.0446716791742279,0.061485291572496,False,0.0
-0.036,-0.0324620648865069,0.0687183697660546,False,0.0
-0.036,-0.0191205940445826,0.0735554408822506,False,0.0
-0.036,-0.005112444426515,0.0758278505035306,False,0.0
-0.036,0.0090739610650585,0.0754563664019796,False,0.0
-0.036,0.0229439842704165,0.0724539411336531,False,0.0
-0.036,0.0360140183479478,0.066925260421112,False,0.0
-0.036,0.0478283497197876,0.0590630930707297,False,0.0
-0.036,0.061485291572496,0.0446716791742279,True,1.5707963267948966
-0.036,0.0687183697660546,0.0324620648865069,False,0.0
-0.036,0.0735554408822506,0.0191205940445826,False,0.0
-0.036,0.0758278505035306,0.005112444426515,False,0.0
-0.036,0.0754563664019796,-0.0090739610650585,True,0.0
-0.036,0.0724539411336531,-0.0229439842704165,True,3.141592653589793
-0.036,0.0669252604211121,-0.0360140183479478,False,0.0
-0.036,0.0590630930707297,-0.0478283497197876,False,0.0
-0.036,0.0446716791742279,-0.061485291572496,False,0.0
-0.036,0.0324620648865069,-0.0687183697660546,True,4.71238898038469
-0.036,0.0191205940445826,-0.0735554408822506,False,0.0
-0.036,0.005112444426515,-0.0758278505035306,False,0.0
-0.036,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.036,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.036,-0.0360140183479478,-0.066925260421112,False,0.0
-0.036,-0.0478283497197876,-0.0590630930707297,False,0.0
-0.036,-0.061485291572496,-0.0446716791742279,False,0.0
-0.036,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.036,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.036,-0.0758278505035306,-0.005112444426515,False,0.0
-0.036,-0.0754563664019796,0.0090739610650585,False,0.0
-0.036,-0.0724539411336531,0.0229439842704165,False,0.0
-0.036,-0.066925260421112,0.0360140183479478,False,0.0
-0.036,-0.0590630930707297,0.0478283497197876,False,0.0
-0.024,-0.0446716791742279,0.061485291572496,True,4.71238898038469
-0.024,-0.0324620648865069,0.0687183697660546,False,0.0
-0.024,-0.0191205940445826,0.0735554408822506,False,0.0
-0.024,-0.005112444426515,0.0758278505035306,True,4.71238898038469
-0.024,0.0090739610650585,0.0754563664019796,False,0.0
-0.024,0.0229439842704165,0.0724539411336531,False,0.0
-0.024,0.0360140183479478,0.066925260421112,True,4.71238898038469
-0.024,0.0478283497197876,0.0590630930707297,False,0.0
-0.024,0.061485291572496,0.0446716791742279,False,0.0
-0.024,0.0687183697660546,0.0324620648865069,False,0.0
-0.024,0.0735554408822506,0.0191205940445826,True,4.71238898038469
-0.024,0.0758278505035306,0.005112444426515,False,0.0
-0.024,0.0754563664019796,-0.0090739610650585,True,0.0
-0.024,0.0724539411336531,-0.0229439842704165,False,0.0
-0.024,0.0669252604211121,-0.0360140183479478,False,0.0
-0.024,0.0590630930707297,-0.0478283497197876,True,3.141592653589793
-0.024,0.0446716791742279,-0.061485291572496,False,0.0
-0.024,0.0324620648865069,-0.0687183697660546,True,4.71238898038469
-0.024,0.0191205940445826,-0.0735554408822506,False,0.0
-0.024,0.005112444426515,-0.0758278505035306,False,0.0
-0.024,-0.0090739610650585,-0.0754563664019796,True,4.71238898038469
-0.024,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.024,-0.0360140183479478,-0.066925260421112,False,0.0
-0.024,-0.0478283497197876,-0.0590630930707297,True,4.71238898038469
-0.024,-0.061485291572496,-0.0446716791742279,False,0.0
-0.024,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.024,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.024,-0.0758278505035306,-0.005112444426515,False,0.0
-0.024,-0.0754563664019796,0.0090739610650585,False,0.0
-0.024,-0.0724539411336531,0.0229439842704165,True,3.141592653589793
-0.024,-0.066925260421112,0.0360140183479478,False,0.0
-0.024,-0.0590630930707297,0.0478283497197876,False,0.0
-0.012,-0.0446716791742279,0.061485291572496,False,0.0
-0.012,-0.0324620648865069,0.0687183697660546,False,0.0
-0.012,-0.0191205940445826,0.0735554408822506,False,0.0
-0.012,-0.005112444426515,0.0758278505035306,False,0.0
-0.012,0.0090739610650585,0.0754563664019796,True,3.141592653589793
-0.012,0.0229439842704165,0.0724539411336531,False,0.0
-0.012,0.0360140183479478,0.066925260421112,False,0.0
-0.012,0.0478283497197876,0.0590630930707297,False,0.0
-0.012,0.061485291572496,0.0446716791742279,False,0.0
-0.012,0.0687183697660546,0.0324620648865069,True,4.71238898038469
-0.012,0.0735554408822506,0.0191205940445826,False,0.0
-0.012,0.0758278505035306,0.005112444426515,True,0.0
-0.012,0.0754563664019796,-0.0090739610650585,True,3.141592653589793
-0.012,0.0724539411336531,-0.0229439842704165,False,0.0
-0.012,0.0669252604211121,-0.0360140183479478,False,0.0
-0.012,0.0590630930707297,-0.0478283497197876,False,0.0
-0.012,0.0446716791742279,-0.061485291572496,True,3.141592653589793
-0.012,0.0324620648865069,-0.0687183697660546,True,4.71238898038469
-0.012,0.0191205940445826,-0.0735554408822506,False,0.0
-0.012,0.005112444426515,-0.0758278505035306,False,0.0
-0.012,-0.0090739610650585,-0.0754563664019796,False,0.0
-0.012,-0.0229439842704165,-0.0724539411336531,False,0.0
-0.012,-0.0360140183479478,-0.066925260421112,False,0.0
-0.012,-0.0478283497197876,-0.0590630930707297,True,3.141592653589793
-0.012,-0.061485291572496,-0.0446716791742279,False,0.0
-0.012,-0.0687183697660546,-0.0324620648865069,False,0.0
-0.012,-0.0735554408822506,-0.0191205940445826,False,0.0
-0.012,-0.0758278505035306,-0.005112444426515,False,0.0
-0.012,-0.0754563664019796,0.0090739610650585,False,0.0
-0.012,-0.0724539411336531,0.0229439842704165,False,0.0
-0.012,-0.066925260421112,0.0360140183479478,False,0.0
-0.012,-0.0590630930707297,0.0478283497197876,False,0.0
0.0,-0.0446716791742279,0.061485291572496,False,0.0
0.0,-0.0324620648865069,0.0687183697660546,False,0.0
0.0,-0.0191205940445826,0.0735554408822506,True,1.5707963267948966
0.0,-0.005112444426515,0.0758278505035306,False,0.0
0.0,0.0090739610650585,0.0754563664019796,True,1.5707963267948966
0.0,0.0229439842704165,0.0724539411336531,False,0.0
0.0,0.0360140183479478,0.066925260421112,True,1.5707963267948966
0.0,0.0478283497197876,0.0590630930707297,False,0.0
0.0,0.061485291572496,0.0446716791742279,False,0.0
0.0,0.0687183697660546,0.0324620648865069,False,0.0
0.0,0.0735554408822506,0.0191205940445826,True,4.71238898038469
