X,Y,Z
-0.096,-0.04467167917422796,0.061485291572496006
-0.096,-0.03246206488650695,0.06871836976605464
-0.096,-0.019120594044582644,0.07355544088225066
-0.096,-0.0051124444265150185,0.07582785050353066
-0.096,0.009073961065058565,0.07545636640197964
-0.096,0.022943984270416554,0.07245394113365317
-0.096,0.036014018347947895,0.06692526042111209
-0.096,0.04782834971978764,0.05906309307072979
-0.096,0.061485291572496006,0.04467167917422796
-0.096,0.06871836976605462,0.032462064886506964
-0.096,0.07355544088225065,0.019120594044582655
-0.096,0.07582785050353066,0.005112444426515035
-0.096,0.07545636640197964,-0.00907396106505857
-0.096,0.07245394113365317,-0.022943984270416544
-0.096,0.0669252604211121,-0.03601401834794786
-0.096,0.059063093070729794,-0.04782834971978763
-0.096,0.044671679174227964,-0.061485291572496
-0.096,0.03246206488650694,-0.06871836976605465
-0.096,0.01912059404458264,-0.07355544088225066
-0.096,0.005112444426515023,-0.07582785050353066
-0.096,-0.009073961065058549,-0.07545636640197964
-0.096,-0.022943984270416554,-0.07245394113365315
-0.096,-0.03601401834794789,-0.06692526042111209
-0.096,-0.04782834971978766,-0.05906309307072978
-0.096,-0.061485291572496,-0.044671679174227964
-0.096,-0.06871836976605464,-0.03246206488650694
-0.096,-0.07355544088225065,-0.01912059404458268
-0.096,-0.07582785050353066,-0.005112444426515094
-0.096,-0.07545636640197964,0.00907396106505851
-0.096,-0.07245394113365318,0.02294398427041652
-0.096,-0.06692526042111209,0.03601401834794788
-0.096,-0.05906309307072978,0.04782834971978765
-0.084,-0.04467167917422796,0.061485291572496006
-0.084,-0.03246206488650695,0.06871836976605464
-0.084,-0.019120594044582644,0.07355544088225066
-0.084,-0.0051124444265150185,0.07582785050353066
-0.084,0.009073961065058565,0.07545636640197964
-0.084,0.022943984270416554,0.07245394113365317
-0.084,0.036014018347947895,0.06692526042111209
-0.084,0.04782834971978764,0.05906309307072979
-0.084,0.061485291572496006,0.04467167917422796
-0.084,0.06871836976605462,0.032462064886506964
-0.084,0.07355544088225065,0.019120594044582655
-0.084,0.07582785050353066,0.005112444426515035
-0.084,0.07545636640197964,-0.00907396106505857
-0.084,0.07245394113365317,-0.022943984270416544
-0.084,0.0669252604211121,-0.03601401834794786
-0.084,0.059063093070729794,-0.04782834971978763
-0.084,0.044671679174227964,-0.061485291572496
-0.084,0.03246206488650694,-0.06871836976605465
-0.084,0.01912059404458264,-0.07355544088225066
-0.084,0.005112444426515023,-0.07582785050353066
-0.084,-0.009073961065058549,-0.07545636640197964
-0.084,-0.022943984270416554,-0.07245394113365315
-0.084,-0.03601401834794789,-0.06692526042111209
-0.084,-0.04782834971978766,-0.05906309307072978
-0.084,-0.061485291572496,-0.044671679174227964
-0.084,-0.06871836976605464,-0.03246206488650694
-0.084,-0.07355544088225065,-0.01912059404458268
-0.084,-0.07582785050353066,-0.005112444426515094
-0.084,-0.07545636640197964,0.00907396106505851
-0.084,-0.07245394113365318,0.02294398427041652
-0.084,-0.06692526042111209,0.03601401834794788
-0.084,-0.05906309307072978,0.04782834971978765
-0.07200000000000001,-0.04467167917422796,0.061485291572496006
-0.07200000000000001,-0.03246206488650695,0.06871836976605464
-0.07200000000000001,-0.019120594044582644,0.07355544088225066
-0.07200000000000001,-0.0051124444265150185,0.07582785050353066
-0.07200000000000001,0.009073961065058565,0.07545636640197964
-0.07200000000000001,0.022943984270416554,0.07245394113365317
-0.07200000000000001,0.036014018347947895,0.06692526042111209
-0.07200000000000001,0.04782834971978764,0.05906309307072979
-0.07200000000000001,0.061485291572496006,0.04467167917422796
-0.07200000000000001,0.06871836976605462,0.032462064886506964
-0.07200000000000001,0.07355544088225065,0.019120594044582655
-0.07200000000000001,0.07582785050353066,0.005112444426515035
-0.07200000000000001,0.07545636640197964,-0.00907396106505857
-0.07200000000000001,0.07245394113365317,-0.022943984270416544
-0.07200000000000001,0.0669252604211121,-0.03601401834794786
-0.07200000000000001,0.059063093070729794,-0.04782834971978763
-0.07200000000000001,0.044671679174227964,-0.061485291572496
-0.07200000000000001,0.03246206488650694,-0.06871836976605465
-0.07200000000000001,0.01912059404458264,-0.07355544088225066
-0.07200000000000001,0.005112444426515023,-0.07582785050353066
-0.07200000000000001,-0.009073961065058549,-0.07545636640197964
-0.07200000000000001,-0.022943984270416554,-0.07245394113365315
-0.07200000000000001,-0.03601401834794789,-0.06692526042111209
-0.07200000000000001,-0.04782834971978766,-0.05906309307072978
-0.07200000000000001,-0.061485291572496,-0.044671679174227964
-0.07200000000000001,-0.06871836976605464,-0.03246206488650694
-0.07200000000000001,-0.07355544088225065,-0.01912059404458268
-0.07200000000000001,-0.07582785050353066,-0.005112444426515094
-0.07200000000000001,-0.07545636640197964,0.00907396106505851
-0.07200000000000001,-0.07245394113365318,0.02294398427041652
-0.07200000000000001,-0.06692526042111209,0.03601401834794788
-0.07200000000000001,-0.05906309307072978,0.04782834971978765
-0.06,-0.04467167917422796,0.061485291572496006
-0.06,-0.03246206488650695,0.06871836976605464
-0.06,-0.019120594044582644,0.07355544088225066
-0.06,-0.0051124444265150185,0.07582785050353066
-0.06,0.009073961065058565,0.07545636640197964
-0.06,0.022943984270416554,0.07245394113365317
-0.06,0.036014018347947895,0.06692526042111209
-0.06,0.04782834971978764,0.05906309307072979
-0.06,0.061485291572496006,0.04467167917422796
-0.06,0.06871836976605462,0.032462064886506964
-0.06,0.07355544088225065,0.019120594044582655
-0.06,0.07582785050353066,0.005112444426515035
-0.06,0.07545636640197964,-0.00907396106505857
-0.06,0.07245394113365317,-0.022943984270416544
-0.06,0.0669252604211121,-0.03601401834794786
-0.06,0.059063093070729794,-0.04782834971978763
-0.06,0.044671679174227964,-0.061485291572496
-0.06,0.03246206488650694,-0.06871836976605465
-0.06,0.01912059404458264,-0.07355544088225066
-0.06,0.005112444426515023,-0.07582785050353066
-0.06,-0.009073961065058549,-0.07545636640197964
-0.06,-0.022943984270416554,-0.07245394113365315
-0.06,-0.03601401834794789,-0.06692526042111209
-0.06,-0.04782834971978766,-0.05906309307072978
-0.06,-0.061485291572496,-0.044671679174227964
-0.06,-0.06871836976605464,-0.03246206488650694
-0.06,-0.07355544088225065,-0.01912059404458268
-0.06,-0.07582785050353066,-0.005112444426515094
-0.06,-0.07545636640197964,0.00907396106505851
-0.06,-0.07245394113365318,0.02294398427041652
-0.06,-0.06692526042111209,0.03601401834794788
-0.06,-0.05906309307072978,0.04782834971978765
-0.048,-0.04467167917422796,0.061485291572496006
-0.048,-0.03246206488650695,0.06871836976605464
-0.048,-0.019120594044582644,0.07355544088225066
-0.048,-0.0051124444265150185,0.07582785050353066
-0.048,0.009073961065058565,0.07545636640197964
-0.048,0.022943984270416554,0.07245394113365317
-0.048,0.036014018347947895,0.06692526042111209
-0.048,0.04782834971978764,0.05906309307072979
-0.048,0.061485291572496006,0.04467167917422796
-0.048,0.06871836976605462,0.032462064886506964
-0.048,0.07355544088225065,0.019120594044582655
-0.048,0.07582785050353066,0.005112444426515035
-0.048,0.07545636640197964,-0.00907396106505857
-0.048,0.07245394113365317,-0.022943984270416544
-0.048,0.0669252604211121,-0.03601401834794786
-0.048,0.059063093070729794,-0.04782834971978763
-0.048,0.044671679174227964,-0.061485291572496
-0.048,0.03246206488650694,-0.06871836976605465
-0.048,0.01912059404458264,-0.07355544088225066
-0.048,0.005112444426515023,-0.07582785050353066
-0.048,-0.009073961065058549,-0.07545636640197964
-0.048,-0.022943984270416554,-0.07245394113365315
-0.048,-0.03601401834794789,-0.06692526042111209
-0.048,-0.04782834971978766,-0.05906309307072978
-0.048,-0.061485291572496,-0.044671679174227964
-0.048,-0.06871836976605464,-0.03246206488650694
-0.048,-0.07355544088225065,-0.01912059404458268
-0.048,-0.07582785050353066,-0.005112444426515094
-0.048,-0.07545636640197964,0.00907396106505851
-0.048,-0.07245394113365318,0.02294398427041652
-0.048,-0.06692526042111209,0.03601401834794788
-0.048,-0.05906309307072978,0.04782834971978765
-0.036000000000000004,-0.04467167917422796,0.061485291572496006
-0.036000000000000004,-0.03246206488650695,0.06871836976605464
-0.036000000000000004,-0.019120594044582644,0.07355544088225066
-0.036000000000000004,-0.0051124444265150185,0.07582785050353066
-0.036000000000000004,0.009073961065058565,0.07545636640197964
-0.036000000000000004,0.022943984270416554,0.07245394113365317
-0.036000000000000004,0.036014018347947895,0.06692526042111209
-0.036000000000000004,0.04782834971978764,0.05906309307072979
-0.036000000000000004,0.061485291572496006,0.04467167917422796
-0.036000000000000004,0.06871836976605462,0.032462064886506964
-0.036000000000000004,0.07355544088225065,0.019120594044582655
-0.036000000000000004,0.07582785050353066,0.005112444426515035
-0.036000000000000004,0.07545636640197964,-0.00907396106505857
-0.036000000000000004,0.07245394113365317,-0.022943984270416544
-0.036000000000000004,0.0669252604211121,-0.03601401834794786
-0.036000000000000004,0.059063093070729794,-0.04782834971978763
-0.036000000000000004,0.044671679174227964,-0.061485291572496
-0.036000000000000004,0.03246206488650694,-0.06871836976605465
-0.036000000000000004,0.01912059404458264,-0.07355544088225066
-0.036000000000000004,0.005112444426515023,-0.07582785050353066
-0.036000000000000004,-0.009073961065058549,-0.07545636640197964
-0.036000000000000004,-0.022943984270416554,-0.07245394113365315
-0.036000000000000004,-0.03601401834794789,-0.06692526042111209
-0.036000000000000004,-0.04782834971978766,-0.05906309307072978
-0.036000000000000004,-0.061485291572496,-0.044671679174227964
-0.036000000000000004,-0.06871836976605464,-0.03246206488650694
-0.036000000000000004,-0.07355544088225065,-0.01912059404458268
-0.036000000000000004,-0.07582785050353066,-0.005112444426515094
-0.036000000000000004,-0.07545636640197964,0.00907396106505851
-0.036000000000000004,-0.07245394113365318,0.02294398427041652
-0.036000000000000004,-0.06692526042111209,0.03601401834794788
-0.036000000000000004,-0.05906309307072978,0.04782834971978765
-0.024,-0.04467167917422796,0.061485291572496006
-0.024,-0.03246206488650695,0.06871836976605464
-0.024,-0.019120594044582644,0.07355544088225066
-0.024,-0.0051124444265150185,0.07582785050353066
-0.024,0.009073961065058565,0.07545636640197964
-0.024,0.022943984270416554,0.07245394113365317
-0.024,0.036014018347947895,0.06692526042111209
-0.024,0.04782834971978764,0.05906309307072979
-0.024,0.061485291572496006,0.04467167917422796
-0.024,0.06871836976605462,0.032462064886506964
-0.024,0.07355544088225065,0.019120594044582655
-0.024,0.07582785050353066,0.005112444426515035
-0.024,0.07545636640197964,-0.00907396106505857
-0.024,0.07245394113365317,-0.022943984270416544
-0.024,0.0669252604211121,-0.03601401834794786
-0.024,0.059063093070729794,-0.04782834971978763
-0.024,0.044671679174227964,-0.061485291572496
-0.024,0.03246206488650694,-0.06871836976605465
-0.024,0.01912059404458264,-0.07355544088225066
-0.024,0.005112444426515023,-0.07582785050353066
-0.024,-0.009073961065058549,-0.07545636640197964
-0.024,-0.022943984270416554,-0.07245394113365315
-0.024,-0.03601401834794789,-0.06692526042111209
-0.024,-0.04782834971978766,-0.05906309307072978
-0.024,-0.061485291572496,-0.044671679174227964
-0.024,-0.06871836976605464,-0.03246206488650694
-0.024,-0.07355544088225065,-0.01912059404458268
-0.024,-0.07582785050353066,-0.005112444426515094
-0.024,-0.07545636640197964,0.00907396106505851
-0.024,-0.07245394113365318,0.02294398427041652
-0.024,-0.06692526042111209,0.03601401834794788
-0.024,-0.05906309307072978,0.04782834971978765
-0.012,-0.04467167917422796,0.061485291572496006
-0.012,-0.03246206488650695,0.06871836976605464
-0.012,-0.019120594044582644,0.07355544088225066
-0.012,-0.0051124444265150185,0.07582785050353066
-0.012,0.009073961065058565,0.07545636640197964
-0.012,0.022943984270416554,0.07245394113365317
-0.012,0.036014018347947895,0.06692526042111209
-0.012,0.04782834971978764,0.05906309307072979
-0.012,0.061485291572496006,0.04467167917422796
-0.012,0.06871836976605462,0.032462064886506964
-0.012,0.07355544088225065,0.019120594044582655
-0.012,0.07582785050353066,0.005112444426515035
-0.012,0.07545636640197964,-0.00907396106505857
-0.012,0.07245394113365317,-0.022943984270416544
-0.012,0.0669252604211121,-0.03601401834794786
-0.012,0.059063093070729794,-0.04782834971978763
-0.012,0.044671679174227964,-0.061485291572496
-0.012,0.03246206488650694,-0.06871836976605465
-0.012,0.01912059404458264,-0.07355544088225066
-0.012,0.005112444426515023,-0.07582785050353066
-0.012,-0.009073961065058549,-0.07545636640197964
-0.012,-0.022943984270416554,-0.07245394113365315
-0.012,-0.03601401834794789,-0.06692526042111209
-0.012,-0.04782834971978766,-0.05906309307072978
-0.012,-0.061485291572496,-0.044671679174227964
-0.012,-0.06871836976605464,-0.03246206488650694
-0.012,-0.07355544088225065,-0.01912059404458268
-0.012,-0.07582785050353066,-0.005112444426515094
-0.012,-0.07545636640197964,0.00907396106505851
-0.012,-0.07245394113365318,0.02294398427041652
-0.012,-0.06692526042111209,0.03601401834794788
-0.012,-0.05906309307072978,0.04782834971978765
0.0,-0.04467167917422796,0.061485291572496006
0.0,-0.03246206488650695,0.06871836976605464
0.0,-0.019120594044582644,0.07355544088225066
0.0,-0.0051124444265150185,0.07582785050353066
0.0,0.009073961065058565,0.07545636640197964
0.0,0.022943984270416554,0.07245394113365317
0.0,0.036014018347947895,0.06692526042111209
0.0,0.04782834971978764,0.05906309307072979
0.0,0.061485291572496006,0.04467167917422796
0.0,0.06871836976605462,0.032462064886506964
0.0,0.07355544088225065,0.019120594044582655
0.0,0.07582785050353066,0.005112444426515035
0.0,0.07545636640197964,-0.00907396106505857
0.0,0.07245394113365317,-0.022943984270416544
0.0,0.0669252604211121,-0.03601401834794786
0.0,0.059063093070729794,-0.04782834971978763
0.0,0.044671679174227964,-0.061485291572496
0.0,0.03246206488650694,-0.06871836976605465
0.0,0.01912059404458264,-0.07355544088225066
0.0,0.005112444426515023,-0.07582785050353066
0.0,-0.009073961065058549,-0.07545636640197964
0.0,-0.022943984270416554,-0.07245394113365315
0.0,-0.03601401834794789,-0.06692526042111209
0.0,-0.04782834971978766,-0.05906309307072978
0.0,-0.061485291572496,-0.044671679174227964
0.0,-0.06871836976605464,-0.03246206488650694
0.0,-0.07355544088225065,-0.01912059404458268
0.0,-0.07582785050353066,-0.005112444426515094
0.0,-0.07545636640197964,0.00907396106505851
0.0,-0.07245394113365318,0.02294398427041652
0.0,-0.06692526042111209,0.03601401834794788
0.0,-0.05906309307072978,0.04782834971978765
0.012,-0.04467167917422796,0.061485291572496006
0.012,-0.03246206488650695,0.06871836976605464
0.012,-0.019120594044582644,0.07355544088225066
0.012,-0.0051124444265150185,0.07582785050353066
0.012,0.009073961065058565,0.07545636640197964
0.012,0.022943984270416554,0.07245394113365317
0.012,0.036014018347947895,0.06692526042111209
0.012,0.04782834971978764,0.05906309307072979
0.012,0.061485291572496006,0.04467167917422796
0.012,0.06871836976605462,0.032462064886506964
0.012,0.07355544088225065,0.019120594044582655
0.012,0.07582785050353066,0.005112444426515035
0.012,0.07545636640197964,-0.00907396106505857
0.012,0.07245394113365317,-0.022943984270416544
0.012,0.0669252604211121,-0.03601401834794786
0.012,0.059063093070729794,-0.04782834971978763
0.012,0.044671679174227964,-0.061485291572496
0.012,0.03246206488650694,-0.06871836976605465
0.012,0.01912059404458264,-0.07355544088225066
0.012,0.005112444426515023,-0.07582785050353066
0.012,-0.009073961065058549,-0.07545636640197964
0.012,-0.022943984270416554,-0.07245394113365315
0.012,-0.03601401834794789,-0.06692526042111209
0.012,-0.04782834971978766,-0.05906309307072978
0.012,-0.061485291572496,-0.044671679174227964
0.012,-0.06871836976605464,-0.03246206488650694
0.012,-0.07355544088225065,-0.01912059404458268
0.012,-0.07582785050353066,-0.005112444426515094
0.012,-0.07545636640197964,0.00907396106505851
0.012,-0.07245394113365318,0.02294398427041652
0.012,-0.06692526042111209,0.03601401834794788
0.012,-0.05906309307072978,0.04782834971978765
0.024,-0.04467167917422796,0.061485291572496006
0.024,-0.03246206488650695,0.06871836976605464
0.024,-0.019120594044582644,0.07355544088225066
0.024,-0.0051124444265150185,0.07582785050353066
0.024,0.009073961065058565,0.07545636640197964
0.024,0.022943984270416554,0.07245394113365317
0.024,0.036014018347947895,0.06692526042111209
0.024,0.04782834971978764,0.05906309307072979
0.024,0.061485291572496006,0.04467167917422796
0.024,0.06871836976605462,0.032462064886506964
0.024,0.07355544088225065,0.019120594044582655
0.024,0.07582785050353066,0.005112444426515035
0.024,0.07545636640197964,-0.00907396106505857
0.024,0.07245394113365317,-0.022943984270416544
0.024,0.0669252604211121,-0.03601401834794786
0.024,0.059063093070729794,-0.04782834971978763
0.024,0.044671679174227964,-0.061485291572496
0.024,0.03246206488650694,-0.06871836976605465
0.024,0.01912059404458264,-0.07355544088225066
0.024,0.005112444426515023,-0.07582785050353066
0.024,-0.009073961065058549,-0.07545636640197964
0.024,-0.022943984270416554,-0.07245394113365315
0.024,-0.03601401834794789,-0.06692526042111209
0.024,-0.04782834971978766,-0.05906309307072978
0.024,-0.061485291572496,-0.044671679174227964
0.024,-0.06871836976605464,-0.03246206488650694
0.024,-0.07355544088225065,-0.01912059404458268
0.024,-0.07582785050353066,-0.005112444426515094
0.024,-0.07545636640197964,0.00907396106505851
0.024,-0.07245394113365318,0.02294398427041652
0.024,-0.06692526042111209,0.03601401834794788
0.024,-0.05906309307072978,0.04782834971978765
0.036000000000000004,-0.04467167917422796,0.061485291572496006
0.036000000000000004,-0.03246206488650695,0.06871836976605464
0.036000000000000004,-0.019120594044582644,0.07355544088225066
0.036000000000000004,-0.0051124444265150185,0.07582785050353066
0.036000000000000004,0.009073961065058565,0.07545636640197964
0.036000000000000004,0.022943984270416554,0.07245394113365317
0.036000000000000004,0.036014018347947895,0.06692526042111209
0.036000000000000004,0.04782834971978764,0.05906309307072979
0.036000000000000004,0.061485291572496006,0.04467167917422796
0.036000000000000004,0.06871836976605462,0.032462064886506964
0.036000000000000004,0.07355544088225065,0.019120594044582655
0.036000000000000004,0.07582785050353066,0.005112444426515035
0.036000000000000004,0.07545636640197964,-0.00907396106505857
0.036000000000000004,0.07245394113365317,-0.022943984270416544
0.036000000000000004,0.0669252604211121,-0.03601401834794786
0.036000000000000004,0.059063093070729794,-0.04782834971978763
0.036000000000000004,0.044671679174227964,-0.061485291572496
0.036000000000000004,0.03246206488650694,-0.06871836976605465
0.036000000000000004,0.01912059404458264,-0.07355544088225066
0.036000000000000004,0.005112444426515023,-0.07582785050353066
0.036000000000000004,-0.009073961065058549,-0.07545636640197964
0.036000000000000004,-0.022943984270416554,-0.07245394113365315
0.036000000000000004,-0.03601401834794789,-0.06692526042111209
0.036000000000000004,-0.04782834971978766,-0.05906309307072978
0.036000000000000004,-0.061485291572496,-0.044671679174227964
0.036000000000000004,-0.06871836976605464,-0.03246206488650694
0.036000000000000004,-0.07355544088225065,-0.01912059404458268
0.036000000000000004,-0.07582785050353066,-0.005112444426515094
0.036000000000000004,-0.07545636640197964,0.00907396106505851
0.036000000000000004,-0.07245394113365318,0.02294398427041652
0.036000000000000004,-0.06692526042111209,0.03601401834794788
0.036000000000000004,-0.05906309307072978,0.04782834971978765
0.048,-0.04467167917422796,0.061485291572496006
0.048,-0.03246206488650695,0.06871836976605464
0.048,-0.019120594044582644,0.07355544088225066
0.048,-0.0051124444265150185,0.07582785050353066
0.048,0.009073961065058565,0.07545636640197964
0.048,0.022943984270416554,0.07245394113365317
0.048,0.036014018347947895,0.06692526042111209
0.048,0.04782834971978764,0.05906309307072979
0.048,0.061485291572496006,0.04467167917422796
0.048,0.06871836976605462,0.032462064886506964
0.048,0.07355544088225065,0.019120594044582655
0.048,0.07582785050353066,0.005112444426515035
0.048,0.07545636640197964,-0.00907396106505857
0.048,0.07245394113365317,-0.022943984270416544
0.048,0.0669252604211121,-0.03601401834794786
0.048,0.059063093070729794,-0.04782834971978763
0.048,0.044671679174227964,-0.061485291572496
0.048,0.03246206488650694,-0.06871836976605465
0.048,0.01912059404458264,-0.07355544088225066
0.048,0.005112444426515023,-0.07582785050353066
0.048,-0.009073961065058549,-0.07545636640197964
0.048,-0.022943984270416554,-0.07245394113365315
0.048,-0.03601401834794789,-0.06692526042111209
0.048,-0.04782834971978766,-0.05906309307072978
0.048,-0.061485291572496,-0.044671679174227964
0.048,-0.06871836976605464,-0.03246206488650694
0.048,-0.07355544088225065,-0.01912059404458268
0.048,-0.07582785050353066,-0.005112444426515094
0.048,-0.07545636640197964,0.00907396106505851
0.048,-0.07245394113365318,0.02294398427041652
0.048,-0.06692526042111209,0.03601401834794788
0.048,-0.05906309307072978,0.04782834971978765
0.06,-0.04467167917422796,0.061485291572496006
0.06,-0.03246206488650695,0.06871836976605464
0.06,-0.019120594044582644,0.07355544088225066
0.06,-0.0051124444265150185,0.07582785050353066
0.06,0.009073961065058565,0.07545636640197964
0.06,0.022943984270416554,0.07245394113365317
0.06,0.036014018347947895,0.06692526042111209
0.06,0.04782834971978764,0.05906309307072979
0.06,0.061485291572496006,0.04467167917422796
0.06,0.06871836976605462,0.032462064886506964
0.06,0.07355544088225065,0.019120594044582655
0.06,0.07582785050353066,0.005112444426515035
0.06,0.07545636640197964,-0.00907396106505857
0.06,0.07245394113365317,-0.022943984270416544
0.06,0.0669252604211121,-0.03601401834794786
0.06,0.059063093070729794,-0.04782834971978763
0.06,0.044671679174227964,-0.061485291572496
0.06,0.03246206488650694,-0.06871836976605465
0.06,0.01912059404458264,-0.07355544088225066
0.06,0.005112444426515023,-0.07582785050353066
0.06,-0.009073961065058549,-0.07545636640197964
0.06,-0.022943984270416554,-0.07245394113365315
0.06,-0.03601401834794789,-0.06692526042111209
0.06,-0.04782834971978766,-0.05906309307072978
0.06,-0.061485291572496,-0.044671679174227964
0.06,-0.06871836976605464,-0.03246206488650694
0.06,-0.07355544088225065,-0.01912059404458268
0.06,-0.07582785050353066,-0.005112444426515094
0.06,-0.07545636640197964,0.00907396106505851
0.06,-0.07245394113365318,0.02294398427041652
0.06,-0.06692526042111209,0.03601401834794788
0.06,-0.05906309307072978,0.04782834971978765
0.07200000000000001,-0.04467167917422796,0.061485291572496006
0.07200000000000001,-0.03246206488650695,0.06871836976605464
0.07200000000000001,-0.019120594044582644,0.07355544088225066
0.07200000000000001,-0.0051124444265150185,0.07582785050353066
0.07200000000000001,0.009073961065058565,0.07545636640197964
0.07200000000000001,0.022943984270416554,0.07245394113365317
0.07200000000000001,0.036014018347947895,0.06692526042111209
0.07200000000000001,0.04782834971978764,0.05906309307072979
0.07200000000000001,0.061485291572496006,0.04467167917422796
0.07200000000000001,0.06871836976605462,0.032462064886506964
0.07200000000000001,0.07355544088225065,0.019120594044582655
0.07200000000000001,0.07582785050353066,0.005112444426515035
0.07200000000000001,0.07545636640197964,-0.00907396106505857
0.07200000000000001,0.07245394113365317,-0.022943984270416544
0.07200000000000001,0.0669252604211121,-0.03601401834794786
0.07200000000000001,0.059063093070729794,-0.04782834971978763
0.07200000000000001,0.044671679174227964,-0.061485291572496
0.07200000000000001,0.03246206488650694,-0.06871836976605465
0.07200000000000001,0.01912059404458264,-0.07355544088225066
0.07200000000000001,0.005112444426515023,-0.07582785050353066
0.07200000000000001,-0.009073961065058549,-0.07545636640197964
0.07200000000000001,-0.022943984270416554,-0.07245394113365315
0.07200000000000001,-0.03601401834794789,-0.06692526042111209
0.07200000000000001,-0.04782834971978766,-0.05906309307072978
0.07200000000000001,-0.061485291572496,-0.044671679174227964
0.07200000000000001,-0.06871836976605464,-0.03246206488650694
0.07200000000000001,-0.07355544088225065,-0.01912059404458268
0.07200000000000001,-0.07582785050353066,-0.005112444426515094
0.07200000000000001,-0.07545636640197964,0.00907396106505851
0.07200000000000001,-0.07245394113365318,0.02294398427041652
0.07200000000000001,-0.06692526042111209,0.03601401834794788
0.07200000000000001,-0.05906309307072978,0.04782834971978765
0.084,-0.04467167917422796,0.061485291572496006
0.084,-0.03246206488650695,0.06871836976605464
0.084,-0.019120594044582644,0.07355544088225066
0.084,-0.0051124444265150185,0.07582785050353066
0.084,0.009073961065058565,0.07545636640197964
0.084,0.022943984270416554,0.07245394113365317
0.084,0.036014018347947895,0.06692526042111209
0.084,0.04782834971978764,0.05906309307072979
0.084,0.061485291572496006,0.04467167917422796
0.084,0.06871836976605462,0.032462064886506964
0.084,0.07355544088225065,0.019120594044582655
0.084,0.07582785050353066,0.005112444426515035
0.084,0.07545636640197964,-0.00907396106505857
0.084,0.07245394113365317,-0.022943984270416544
0.084,0.0669252604211121,-0.03601401834794786
0.084,0.059063093070729794,-0.04782834971978763
0.084,0.044671679174227964,-0.061485291572496
0.084,0.03246206488650694,-0.06871836976605465
0.084,0.01912059404458264,-0.07355544088225066
0.084,0.005112444426515023,-0.07582785050353066
0.084,-0.009073961065058549,-0.07545636640197964
0.084,-0.022943984270416554,-0.07245394113365315
0.084,-0.03601401834794789,-0.06692526042111209
0.084,-0.04782834971978766,-0.05906309307072978
0.084,-0.061485291572496,-0.044671679174227964
0.084,-0.06871836976605464,-0.03246206488650694
0.084,-0.07355544088225065,-0.01912059404458268
0.084,-0.07582785050353066,-0.005112444426515094
0.084,-0.07545636640197964,0.00907396106505851
0.084,-0.07245394113365318,0.02294398427041652
0.084,-0.06692526042111209,0.03601401834794788
0.084,-0.05906309307072978,0.04782834971978765
0.096,-0.04467167917422796,0.061485291572496006
0.096,-0.03246206488650695,0.06871836976605464
0.096,-0.019120594044582644,0.07355544088225066
0.096,-0.0051124444265150185,0.07582785050353066
0.096,0.009073961065058565,0.07545636640197964
0.096,0.022943984270416554,0.07245394113365317
0.096,0.036014018347947895,0.06692526042111209
0.096,0.04782834971978764,0.05906309307072979
0.096,0.061485291572496006,0.04467167917422796
0.096,0.06871836976605462,0.032462064886506964
0.096,0.07355544088225065,0.019120594044582655
0.096,0.07582785050353066,0.005112444426515035
0.096,0.07545636640197964,-0.00907396106505857
0.096,0.07245394113365317,-0.022943984270416544
0.096,0.0669252604211121,-0.03601401834794786
0.096,0.059063093070729794,-0.04782834971978763
0.096,0.044671679174227964,-0.061485291572496
0.096,0.03246206488650694,-0.06871836976605465
0.096,0.01912059404458264,-0.07355544088225066
0.096,0.005112444426515023,-0.07582785050353066
0.096,-0.009073961065058549,-0.07545636640197964
0.096,-0.022943984270416554,-0.07245394113365315
0.096,-0.03601401834794789,-0.06692526042111209
0.096,-0.04782834971978766,-0.05906309307072978
0.096,-0.061485291572496,-0.044671679174227964
0.096,-0.06871836976605464,-0.03246206488650694
0.096,-0.07355544088225065,-0.01912059404458268
0.096,-0.07582785050353066,-0.005112444426515094
0.096,-0.07545636640197964,0.00907396106505851
0.096,-0.07245394113365318,0.02294398427041652
0.096,-0.06692526042111209,0.03601401834794788
0.096,-0.05906309307072978,0.04782834971978765
